Company,TypeName,Cpu,Ram,Gpu,OpSys,Weight,Price_inr,Touchscreen,IPS_Panel,PPI
HP,Notebook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.84,135189,0,0,141.0
HP,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.26,148390,0,0,176.0
HP,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,2.04,81620,0,0,100.0
Toshiba,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.47,189750,0,1,157.0
Dell,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,2.09,116924,0,0,141.0
HP,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.64,111156,0,0,157.0
Lenovo,2 in 1 Convertible,Intel Core i7,4,Intel HD,Linux/Android/Chrome OS,1.8,93170,1,1,141.0
Toshiba,Notebook,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.4,156750,0,1,141.0
Lenovo,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,2.3,115456,0,0,141.0
HP,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.54,110000,0,0,157.0
HP,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.84,231367,0,0,141.0
HP,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.43,161590,0,0,157.0
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,3.78,170020,0,1,127.0
Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,4.6,251899,0,1,127.0
Asus,Netbook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.2,31669,0,0,135.0
Lenovo,Notebook,Intel Core i7,16,Intel HD,Linux/Android/Chrome OS,1.1,288200,0,1,210.0
HP,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,1.91,107690,0,1,141.0
Dell,2 in 1 Convertible,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,2.3,120340,1,1,141.0
HP,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,2.04,107690,0,0,100.0
Dell,Ultrabook,Intel Core i7,16,Intel HD,Linux/Android/Chrome OS,1.2,247940,1,0,276.0
HP,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,2.31,77566,0,0,100.0
HP,Notebook,Intel Core i5,4,Intel HD,No OS,1.96,54890,0,0,100.0
Acer,Notebook,AMD A-Series,8,AMD Radeon,Linux/Android/Chrome OS,2.4,49390,0,0,100.0
Dell,2 in 1 Convertible,Intel Core i7,12,Intel HD,Linux/Android/Chrome OS,1.6,142890,1,1,166.0
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.94,200090,0,0,141.0
HP,Notebook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,2.04,117700,0,0,141.0
Asus,Gaming,Intel Core i7,16,Nvidia GeForce,No OS,4.0,109780,0,1,127.0
Dell,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,2.25,61490,0,0,141.0
Dell,Notebook,Intel Core i7,16,AMD Radeon,Linux/Android/Chrome OS,2.32,108899,0,0,141.0
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,1.8,212190,0,0,141.0
Dell,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.29,160380,0,0,166.0
Asus,Gaming,Intel Core i7,64,Nvidia GeForce,Linux/Android/Chrome OS,3.58,437250,0,1,127.0
Dell,2 in 1 Convertible,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.62,87781,1,0,166.0
Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,3.21,146190,0,0,282.0
Apple,Ultrabook,Other Intel Processor,8,Intel HD,Mac OS,0.92,143000,0,1,226.0
Dell,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,2.06,53018,0,0,100.0
HP,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,2.31,131890,0,0,100.0
HP,Ultrabook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.26,131890,0,0,176.0
HP,Notebook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.49,119900,0,0,166.0
Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.3,188484,1,1,176.0
Lenovo,Notebook,Intel Core i5,8,AMD Radeon,Linux/Android/Chrome OS,3.0,72490,0,0,106.0
Lenovo,Notebook,Intel Core i5,4,Nvidia GeForce,Linux/Android/Chrome OS,2.3,107470,0,1,141.0
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,3.78,274890,0,0,127.0
Lenovo,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,2.1,59400,0,0,100.0
HP,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,2.31,103400,0,0,141.0
Lenovo,Ultrabook,Other Intel Processor,8,Intel HD,Linux/Android/Chrome OS,0.99,153890,1,1,235.0
Lenovo,Gaming,Intel Core i7,32,Nvidia GeForce,Linux/Android/Chrome OS,4.6,356400,0,1,127.0
Lenovo,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,0.69,71090,1,1,224.0
HP,Ultrabook,Intel Core i7,16,Intel HD,Linux/Android/Chrome OS,1.3,225390,0,1,331.0
Dell,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,2.18,82500,0,0,141.0
HP,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.54,113409,0,0,157.0
HP,Workstation,Intel Core i7,8,AMD FirePro,Linux/Android/Chrome OS,1.9,164450,0,0,141.0
Lenovo,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.7,131890,0,0,157.0
HP,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.29,67650,0,0,276.0
Acer,Notebook,AMD A-Series,4,AMD Radeon,Linux/Android/Chrome OS,2.4,42570,0,0,100.0
Dell,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,2.2,43284,0,0,100.0
HP,Notebook,Intel Core i3,4,Intel HD,No OS,1.86,38059,0,0,100.0
Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.7,175890,0,1,127.0
Dell,Ultrabook,Intel Core i5,4,AMD Radeon,Linux/Android/Chrome OS,1.4,90018,0,1,166.0
HP,Netbook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,2.4,175890,0,0,125.0
Acer,Notebook,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,2.4,87890,0,0,141.0
Dell,Notebook,Intel Core i5,8,AMD Radeon,Linux/Android/Chrome OS,2.36,70268,0,0,141.0
MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.6,175890,0,0,127.0
HP,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.96,55000,0,0,100.0
Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,4.3,252890,0,1,127.0
Dell,Ultrabook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,1.5,124867,0,0,125.0
Dell,Ultrabook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,1.5,128367,0,0,125.0
Acer,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,2.2,22990,0,0,100.0
HP,Workstation,Intel Core i7,8,AMD FirePro,Linux/Android/Chrome OS,3.0,318890,0,1,127.0
Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.4,131890,0,0,141.0
Dell,Ultrabook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.5,155441,0,0,125.0
MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.9,166231,0,0,127.0
Lenovo,2 in 1 Convertible,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,2.1,95370,1,1,141.0
HP,Notebook,AMD A-Series,4,AMD Radeon,Linux/Android/Chrome OS,2.1,43780,0,0,141.0
Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.59,147290,0,1,141.0
HP,Notebook,Other Intel Processor,8,Intel HD,Linux/Android/Chrome OS,1.16,186890,1,0,276.0
Dell,Notebook,Intel Core i5,4,AMD Radeon,Linux/Android/Chrome OS,2.24,84606,0,0,100.0
Lenovo,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,2.1,47190,0,0,100.0
HP,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.16,216590,0,0,166.0
Lenovo,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,0.69,60390,1,1,224.0
Dell,Ultrabook,Intel Core i7,8,Intel Iris,Linux/Android/Chrome OS,1.23,151690,0,0,166.0
Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,4.6,302499,0,1,127.0
Toshiba,Ultrabook,Intel Core i7,16,Intel HD,Linux/Android/Chrome OS,1.05,244860,0,0,166.0
Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,3.52,144374,0,0,127.0
HP,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.16,185900,0,0,166.0
HP,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.43,166430,0,0,157.0
Dell,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,2.09,57599,0,0,100.0
Asus,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,2.0,47850,0,0,100.0
Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.8,183590,1,1,157.0
Lenovo,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,0.69,52690,1,1,224.0
HP,Ultrabook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.26,208450,0,0,125.0
Lenovo,Gaming,Intel Core i5,8,Nvidia GeForce,No OS,2.4,108790,0,1,141.0
HP,Gaming,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,3.35,124190,0,1,127.0
HP,Notebook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,2.04,69190,0,0,100.0
Lenovo,2 in 1 Convertible,Intel Core i7,8,Nvidia Quadro,Linux/Android/Chrome OS,1.8,225542,1,1,157.0
Asus,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.5,30580,0,0,112.0
HP,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.84,82720,0,0,141.0
Acer,Notebook,Intel Core i5,4,Nvidia GeForce,Linux/Android/Chrome OS,2.23,67760,0,0,141.0
Lenovo,Notebook,Intel Core i7,16,AMD Radeon,Linux/Android/Chrome OS,2.5,120890,0,0,141.0
HP,Workstation,Intel Core i7,8,Nvidia Quadro,Linux/Android/Chrome OS,3.0,434434,0,1,127.0
Dell,Notebook,Intel Core i5,8,AMD Radeon,Linux/Android/Chrome OS,2.5,86240,0,0,100.0
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,3.78,263890,0,0,127.0
HP,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.88,238889,0,0,141.0
Lenovo,2 in 1 Convertible,Intel Core i7,16,Intel HD,Linux/Android/Chrome OS,2.8,268400,1,1,210.0
MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.4,125708,0,0,141.0
HP,2 in 1 Convertible,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.48,179190,1,0,166.0
HP,Workstation,Intel Core i7,8,Nvidia Quadro,Linux/Android/Chrome OS,2.59,245190,0,1,141.0
HP,2 in 1 Convertible,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.48,197890,1,0,221.0
HP,Workstation,Intel Core i7,8,Nvidia Quadro,Linux/Android/Chrome OS,2.0,208890,0,0,141.0
HP,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.26,252664,0,0,176.0
Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.18,111089,0,0,141.0
HP,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.88,173690,0,0,141.0
Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.27,257290,1,1,210.0
Lenovo,Notebook,Intel Core i3,4,Intel HD,No OS,1.9,37290,0,0,100.0
HP,Notebook,AMD E-Series,4,AMD Radeon,Linux/Android/Chrome OS,1.86,32670,0,0,100.0
Lenovo,Notebook,Intel Core i5,8,AMD Radeon,No OS,2.32,65890,0,0,141.0
Dell,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.62,131890,0,0,141.0
Dell,Notebook,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,2.04,247575,1,1,282.0
HP,Notebook,AMD A-Series,4,AMD Radeon,Linux/Android/Chrome OS,1.91,52678,0,0,141.0
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.7,164208,0,0,127.0
Lenovo,Ultrabook,Intel Core i7,12,Intel HD,Linux/Android/Chrome OS,1.4,252890,0,0,157.0
Lenovo,Notebook,Intel Core i5,8,AMD Radeon,Linux/Android/Chrome OS,2.5,86734,0,0,141.0
HP,2 in 1 Convertible,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.48,224510,1,0,221.0
Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.7,164890,0,0,157.0
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,1.7,194590,0,0,157.0
HP,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.62,98890,0,1,141.0
Lenovo,Notebook,Intel Core i3,8,Intel HD,Linux/Android/Chrome OS,2.2,50490,0,0,100.0
HP,Notebook,Intel Core i5,4,Intel HD,No OS,2.1,52469,0,0,100.0
Dell,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.62,164780,0,0,282.0
Lenovo,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.95,152900,0,1,141.0
Lenovo,Notebook,Intel Core i3,4,Nvidia GeForce,Linux/Android/Chrome OS,2.2,51480,0,0,141.0
HP,Notebook,Other Intel Processor,2,Intel HD,Linux/Android/Chrome OS,1.44,27390,0,0,112.0
MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.2,92290,0,1,141.0
HP,Notebook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.96,74690,0,0,141.0
HP,Notebook,Intel Core i7,16,Intel UHD,Linux/Android/Chrome OS,2.1,127490,0,0,141.0
Asus,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,2.2,40590,0,0,100.0
Lenovo,Notebook,Intel Core i5,4,Intel HD,No OS,2.1,43780,0,0,100.0
Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,No OS,2.2,77990,0,0,141.0
Asus,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,2.0,84590,0,0,157.0
Lenovo,Notebook,Intel Core i7,4,Intel HD,Linux/Android/Chrome OS,2.32,90750,0,0,141.0
Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,3.31,143550,0,1,141.0
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,1.91,236871,0,0,141.0
HP,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,2.07,71500,0,0,100.0
Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.36,180070,1,1,210.0
Lenovo,Ultrabook,Intel Core i7,6,Nvidia GeForce,Linux/Android/Chrome OS,1.54,91410,0,0,141.0
Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,1.98,98451,0,0,141.0
Acer,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,2.1,36630,0,0,100.0
HP,Notebook,Intel Core i7,6,Nvidia GeForce,Linux/Android/Chrome OS,2.18,87890,0,1,141.0
Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.591,99990,0,1,141.0
Dell,2 in 1 Convertible,Intel Core i7,16,Intel HD,Linux/Android/Chrome OS,2.09,129690,1,0,141.0
Acer,Notebook,Intel Core i5,4,Nvidia GeForce,Linux/Android/Chrome OS,2.23,76010,0,0,141.0
Dell,Ultrabook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.23,120890,1,0,276.0
Acer,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,4.2,285890,0,1,127.0
Lenovo,Gaming,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,2.4,90090,0,1,141.0
HP,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.86,53350,0,0,100.0
Apple,Ultrabook,Other Intel Processor,8,Intel HD,Mac OS,0.92,127930,0,1,226.0
Dell,2 in 1 Convertible,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.6,131890,1,1,166.0
HP,Notebook,Intel Core i7,12,Nvidia GeForce,Linux/Android/Chrome OS,2.21,145970,0,1,141.0
Lenovo,Notebook,Intel Core i3,4,AMD Radeon,No OS,1.9,40480,0,0,100.0
Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,4.3,236500,0,1,127.0
Acer,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,2.1,29920,0,0,100.0
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.43,225379,0,0,127.0
Dell,Notebook,Intel Core i3,4,AMD Radeon,Linux/Android/Chrome OS,2.3,54890,0,0,100.0
Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,No OS,2.2,69190,0,0,100.0
Dell,2 in 1 Convertible,Intel Core i7,16,Intel UHD,Linux/Android/Chrome OS,2.0,141350,1,0,141.0
Dell,Ultrabook,Intel Core i7,16,Intel HD,Linux/Android/Chrome OS,1.2,294800,1,0,276.0
Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.2,128590,0,0,141.0
Dell,Notebook,Intel Core i5,8,AMD Radeon,Linux/Android/Chrome OS,2.36,97790,0,0,141.0
HP,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.91,63690,0,0,100.0
Lenovo,Notebook,AMD E-Series,4,AMD Radeon,Linux/Android/Chrome OS,2.2,32890,0,0,100.0
Acer,Notebook,Intel Core i3,8,Nvidia GeForce,Linux/Android/Chrome OS,3.3,69190,0,0,106.0
Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.2,269390,0,0,141.0
Apple,Ultrabook,Other Intel Processor,8,Intel HD,Mac OS,0.92,140690,0,1,226.0
Asus,Notebook,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.2,192390,0,0,141.0
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.43,214389,0,1,127.0
Dell,2 in 1 Convertible,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,2.191,109890,1,1,141.0
Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.9,214390,0,0,127.0
Acer,Netbook,Other Intel Processor,2,Intel HD,Linux/Android/Chrome OS,1.3,19140,0,0,135.0
Acer,Notebook,Intel Core i3,4,Nvidia GeForce,Linux/Android/Chrome OS,3.3,65780,0,0,106.0
Lenovo,Notebook,Intel Core i5,8,Intel HD,No OS,2.8,59290,0,0,106.0
Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.6,139920,0,1,141.0
Acer,2 in 1 Convertible,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.2,126390,1,1,157.0
Lenovo,Notebook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,2.3,168190,0,1,141.0
MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.2,162372,0,0,141.0
HP,Notebook,AMD A-Series,6,AMD Radeon,Linux/Android/Chrome OS,2.1,58190,0,0,141.0
Dell,Ultrabook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.26,188471,1,0,176.0
Dell,2 in 1 Convertible,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,2.08,55990,1,0,147.0
Asus,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,2.65,33990,0,0,100.0
Dell,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.29,162470,1,0,276.0
Dell,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,2.18,57405,0,0,100.0
Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.6,113190,1,1,141.0
MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.2,126390,0,0,141.0
Lenovo,Netbook,Intel Core i7,16,Intel HD,Linux/Android/Chrome OS,1.3,181500,1,1,176.0
Dell,Notebook,Intel Core i3,8,Intel HD,Linux/Android/Chrome OS,2.3,51591,1,0,100.0
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.7,175780,0,0,127.0
Apple,Ultrabook,Intel Core i5,4,Intel HD,Mac OS,1.08,105490,0,0,135.0
HP,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,2.1,52580,0,0,141.0
HP,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.54,241801,0,0,210.0
Dell,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,2.24,81070,0,0,100.0
MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.3,128590,0,0,141.0
Lenovo,Notebook,Intel Core i7,16,Intel HD,Linux/Android/Chrome OS,1.4,164890,0,1,166.0
Lenovo,Notebook,AMD A-Series,6,AMD Radeon,Linux/Android/Chrome OS,2.2,65733,0,0,141.0
Asus,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.45,140800,0,0,166.0
Acer,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,2.4,39798,0,0,100.0
Dell,2 in 1 Convertible,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.77,197890,1,0,127.0
HP,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.54,120999,0,0,157.0
Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.5,176000,0,1,141.0
Dell,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.6,96250,0,0,112.0
Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.34,255750,0,1,141.0
Lenovo,Notebook,Intel Core i5,8,Intel HD,No OS,2.3,63030,0,1,141.0
Dell,2 in 1 Convertible,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.24,199430,1,0,276.0
Dell,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,2.2,35640,0,0,100.0
HP,Notebook,AMD A-Series,4,AMD Radeon,Linux/Android/Chrome OS,1.86,43890,0,0,100.0
Lenovo,Notebook,Intel Core i3,6,Nvidia GeForce,Linux/Android/Chrome OS,2.4,62590,0,0,141.0
Lenovo,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.9,117920,0,1,157.0
Dell,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,2.2,48839,0,0,100.0
Asus,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,2.0,37290,0,0,100.0
Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,4.0,209000,0,1,127.0
Dell,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,2.29,53900,0,0,100.0
Lenovo,Notebook,Intel Core i7,8,AMD Radeon,Linux/Android/Chrome OS,2.32,98450,0,0,141.0
MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.4,135190,0,0,141.0
Lenovo,2 in 1 Convertible,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.8,91631,1,0,157.0
Asus,Ultrabook,Other Intel Processor,8,Intel HD,Linux/Android/Chrome OS,1.2,80190,0,1,166.0
Dell,Notebook,Intel Core i3,6,Intel HD,Linux/Android/Chrome OS,2.3,50490,0,0,100.0
Acer,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,2.4,31790,0,0,100.0
Dell,Notebook,Other Intel Processor,2,Intel HD,Linux/Android/Chrome OS,2.2,41690,0,0,100.0
Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.6,98890,0,1,141.0
HP,Notebook,AMD A-Series,6,AMD Radeon,Linux/Android/Chrome OS,2.04,60499,0,0,141.0
Dell,Notebook,Intel Core i7,8,AMD Radeon,Linux/Android/Chrome OS,2.3,88659,0,0,100.0
HP,Netbook,Other Intel Processor,2,Intel HD,Linux/Android/Chrome OS,1.17,22990,0,0,135.0
Asus,Notebook,Intel Core i7,4,Nvidia GeForce,Linux/Android/Chrome OS,2.2,79235,0,0,100.0
Lenovo,2 in 1 Convertible,Intel Core i7,4,Intel HD,Linux/Android/Chrome OS,1.8,70180,1,1,157.0
Lenovo,2 in 1 Convertible,Intel Core i7,16,Intel HD,Linux/Android/Chrome OS,1.3,164890,1,1,276.0
Lenovo,Notebook,Other Intel Processor,2,Intel HD,Linux/Android/Chrome OS,1.5,25190,0,0,112.0
HP,Notebook,Intel Core i7,6,AMD Radeon,Linux/Android/Chrome OS,2.19,84040,0,0,100.0
Asus,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,2.2,40590,0,0,100.0
Asus,Ultrabook,Other Intel Processor,8,Intel HD,Linux/Android/Chrome OS,1.2,80190,0,1,166.0
Dell,Notebook,Intel Core i3,6,Intel HD,Linux/Android/Chrome OS,2.3,50490,0,0,100.0
Acer,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,2.4,31790,0,0,100.0
Dell,Notebook,Other Intel Processor,2,Intel HD,Linux/Android/Chrome OS,2.2,41690,0,0,100.0
Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.6,98890,0,1,141.0
HP,Notebook,AMD A-Series,6,AMD Radeon,Linux/Android/Chrome OS,2.04,60499,0,0,141.0
Dell,Notebook,Intel Core i7,8,AMD Radeon,Linux/Android/Chrome OS,2.3,88659,0,0,100.0
HP,Netbook,Other Intel Processor,2,Intel HD,Linux/Android/Chrome OS,1.17,22990,0,0,135.0
Asus,Notebook,Intel Core i7,4,Nvidia GeForce,Linux/Android/Chrome OS,2.2,79235,0,0,100.0
Lenovo,2 in 1 Convertible,Intel Core i7,4,Intel HD,Linux/Android/Chrome OS,1.8,70180,1,1,157.0
Lenovo,2 in 1 Convertible,Intel Core i7,16,Intel HD,Linux/Android/Chrome OS,1.3,164890,1,1,276.0
Lenovo,Notebook,Other Intel Processor,2,Intel HD,Linux/Android/Chrome OS,1.5,25190,0,0,112.0
